year,age,gender,educational_attainment_4_groups,population
2011,47,Female,Unspecified,857
2011,47,Female,Not applicable,2603
2011,48,Male,No schooling/less than primary,66642
2011,48,Male,Primary,91223
2011,48,Male,Secondary,44908
2011,48,Male,Higher,31935
2011,48,Male,Unspecified,900
2011,48,Male,Not applicable,6154
2011,48,Female,No schooling/less than primary,88867
2011,48,Female,Primary,113135
2011,48,Female,Secondary,50395
2011,48,Female,Higher,32858
2011,48,Female,Unspecified,851
2011,48,Female,Not applicable,2431
2011,49,Male,No schooling/less than primary,64994
2011,49,Male,Primary,85409
2011,49,Male,Secondary,42386
2011,49,Male,Higher,30388
2011,49,Male,Unspecified,873
2011,49,Male,Not applicable,5500
2011,49,Female,No schooling/less than primary,87570
2011,49,Female,Primary,104386
2011,49,Female,Secondary,47192
2011,49,Female,Higher,31689
2011,49,Female,Unspecified,795
2011,49,Female,Not applicable,2615
2011,50,Male,No schooling/less than primary,58730
2011,50,Male,Primary,74769
2011,50,Male,Secondary,38752
2011,50,Male,Higher,29223
2011,50,Male,Unspecified,863
2011,50,Male,Not applicable,4505
2011,50,Female,No schooling/less than primary,78481
2011,50,Female,Primary,91363
2011,50,Female,Secondary,41833
2011,50,Female,Higher,30016
2011,50,Female,Unspecified,814
2011,50,Female,Not applicable,2131
2011,51,Male,No schooling/less than primary,67887
2011,51,Male,Primary,80099
2011,51,Male,Secondary,37462
2011,51,Male,Higher,28268
2011,51,Male,Unspecified,872
2011,51,Male,Not applicable,5222
2011,51,Female,No schooling/less than primary,93849
2011,51,Female,Primary,98442
2011,51,Female,Secondary,40739
2011,51,Female,Higher,29174
2011,51,Female,Unspecified,772
2011,51,Female,Not applicable,2498
2011,52,Male,No schooling/less than primary,61643
2011,52,Male,Primary,71306
2011,52,Male,Secondary,33148
2011,52,Male,Higher,26799
2011,52,Male,Unspecified,803
2011,52,Male,Not applicable,4567
2011,52,Female,No schooling/less than primary,86886
2011,52,Female,Primary,88612
2011,52,Female,Secondary,35694
2011,52,Female,Higher,27098
2011,52,Female,Unspecified,770
2011,52,Female,Not applicable,2234
2011,53,Male,No schooling/less than primary,67914
2011,53,Male,Primary,73627
2011,53,Male,Secondary,31301
2011,53,Male,Higher,25666
2011,53,Male,Unspecified,798
2011,53,Male,Not applicable,4327
2011,53,Female,No schooling/less than primary,92100
2011,53,Female,Primary,87735
2011,53,Female,Secondary,32586
2011,53,Female,Higher,25882
2011,53,Female,Unspecified,788
2011,53,Female,Not applicable,2187
2011,54,Male,No schooling/less than primary,61483
2011,54,Male,Primary,65689
2011,54,Male,Secondary,27709
2011,54,Male,Higher,23251
2011,54,Male,Unspecified,737
2011,54,Male,Not applicable,3928
2011,54,Female,No schooling/less than primary,81355
2011,54,Female,Primary,77762
2011,54,Female,Secondary,29000
2011,54,Female,Higher,23255
2011,54,Female,Unspecified,669
2011,54,Female,Not applicable,2216
2011,55,Male,No schooling/less than primary,60693
2011,55,Male,Primary,61018
2011,55,Male,Secondary,25660
2011,55,Male,Higher,22064
2011,55,Male,Unspecified,700
2011,55,Male,Not applicable,3559
2011,55,Female,No schooling/less than primary,83181
2011,55,Female,Primary,74523
2011,55,Female,Secondary,27775
2011,55,Female,Higher,22019
2011,55,Female,Unspecified,700
2011,55,Female,Not applicable,1937
2011,56,Male,No schooling/less than primary,59188
2011,56,Male,Primary,56842
2011,56,Male,Secondary,24017
2011,56,Male,Higher,21384
2011,56,Male,Unspecified,775
2011,56,Male,Not applicable,3952
2011,56,Female,No schooling/less than primary,82952
2011,56,Female,Primary,69784
2011,56,Female,Secondary,25654
2011,56,Female,Higher,20131
2011,56,Female,Unspecified,692
2011,56,Female,Not applicable,1915
2011,57,Male,No schooling/less than primary,58649
2011,57,Male,Primary,54490
2011,57,Male,Secondary,21834
2011,57,Male,Higher,19450
2011,57,Male,Unspecified,663
2011,57,Male,Not applicable,3180
2011,57,Female,No schooling/less than primary,80847
2011,57,Female,Primary,66929
2011,57,Female,Secondary,23609
2011,57,Female,Higher,18607
2011,57,Female,Unspecified,621
2011,57,Female,Not applicable,2090
2011,58,Male,No schooling/less than primary,60946
2011,58,Male,Primary,52893
2011,58,Male,Secondary,20362
2011,58,Male,Higher,18214
2011,58,Male,Unspecified,630
2011,58,Male,Not applicable,2584
2011,58,Female,No schooling/less than primary,83775
2011,58,Female,Primary,65472
2011,58,Female,Secondary,22766
2011,58,Female,Higher,17073
2011,58,Female,Unspecified,633
2011,58,Female,Not applicable,1642
2011,59,Male,No schooling/less than primary,65887
2011,59,Male,Primary,51822
2011,59,Male,Secondary,19558
2011,59,Male,Higher,17521
2011,59,Male,Unspecified,668
2011,59,Male,Not applicable,2747
2011,59,Female,No schooling/less than primary,86531
2011,59,Female,Primary,63609
2011,59,Female,Secondary,21593
2011,59,Female,Higher,16007
2011,59,Female,Unspecified,637
2011,59,Female,Not applicable,1755
2011,60,Male,No schooling/less than primary,53488
2011,60,Male,Primary,41551
2011,60,Male,Secondary,17405
2011,60,Male,Higher,15831
2011,60,Male,Unspecified,623
2011,60,Male,Not applicable,1998
2011,60,Female,No schooling/less than primary,72958
2011,60,Female,Primary,51470
2011,60,Female,Secondary,20086
2011,60,Female,Higher,13883
2011,60,Female,Unspecified,581
2011,60,Female,Not applicable,1503
2011,61,Male,No schooling/less than primary,60481
2011,61,Male,Primary,42618
2011,61,Male,Secondary,16573
2011,61,Male,Higher,14844
2011,61,Male,Unspecified,596
2011,61,Male,Not applicable,1975
2011,61,Female,No schooling/less than primary,85768
2011,61,Female,Primary,55014
2011,61,Female,Secondary,19044
2011,61,Female,Higher,12839
2011,61,Female,Unspecified,542
2011,61,Female,Not applicable,1652
2011,62,Male,No schooling/less than primary,51481
2011,62,Male,Primary,37964
2011,62,Male,Secondary,15359
2011,62,Male,Higher,13821
2011,62,Male,Unspecified,631
2011,62,Male,Not applicable,1864
2011,62,Female,No schooling/less than primary,71933
2011,62,Female,Primary,48995
2011,62,Female,Secondary,17958
2011,62,Female,Higher,12019
2011,62,Female,Unspecified,568
2011,62,Female,Not applicable,2022
2011,63,Male,No schooling/less than primary,49947
2011,63,Male,Primary,36367
2011,63,Male,Secondary,15197
2011,63,Male,Higher,13589
2011,63,Male,Unspecified,660
2011,63,Male,Not applicable,1690
2011,63,Female,No schooling/less than primary,69928
2011,63,Female,Primary,47638
2011,63,Female,Secondary,17480
2011,63,Female,Higher,11455
2011,63,Female,Unspecified,535
2011,63,Female,Not applicable,1616
2011,64,Male,No schooling/less than primary,43855
2011,64,Male,Primary,32344
2011,64,Male,Secondary,14058
2011,64,Male,Higher,13123
2011,64,Male,Unspecified,600
2011,64,Male,Not applicable,1828
2011,64,Female,No schooling/less than primary,63853
2011,64,Female,Primary,42476
2011,64,Female,Secondary,16625
2011,64,Female,Higher,10537
2011,64,Female,Unspecified,572
2011,64,Female,Not applicable,1852
2011,65,Male,No schooling/less than primary,38615
2011,65,Male,Primary,28762
2011,65,Male,Secondary,13019
2011,65,Male,Higher,11707
2011,65,Male,Unspecified,564
2011,65,Male,Not applicable,1464
2011,65,Female,No schooling/less than primary,58093
2011,65,Female,Primary,39077
2011,65,Female,Secondary,15308
2011,65,Female,Higher,9575
2011,65,Female,Unspecified,475
2011,65,Female,Not applicable,1573
2011,66,Male,No schooling/less than primary,33374
2011,66,Male,Primary,24812
2011,66,Male,Secondary,11390
2011,66,Male,Higher,9959
2011,66,Male,Unspecified,498
2011,66,Male,Not applicable,1546
2011,66,Female,No schooling/less than primary,54394
2011,66,Female,Primary,34516
2011,66,Female,Secondary,13733
2011,66,Female,Higher,8343
2011,66,Female,Unspecified,461
2011,66,Female,Not applicable,1672
2011,67,Male,No schooling/less than primary,31970
2011,67,Male,Primary,22686
2011,67,Male,Secondary,10906
2011,67,Male,Higher,9870
2011,67,Male,Unspecified,528
2011,67,Male,Not applicable,1462
2011,67,Female,No schooling/less than primary,51943
2011,67,Female,Primary,31776
2011,67,Female,Secondary,12959
2011,67,Female,Higher,8257
2011,67,Female,Unspecified,453
2011,67,Female,Not applicable,1690
2011,68,Male,No schooling/less than primary,31445
2011,68,Male,Primary,20864
2011,68,Male,Secondary,9687
2011,68,Male,Higher,8744
2011,68,Male,Unspecified,443
2011,68,Male,Not applicable,1409
2011,68,Female,No schooling/less than primary,52603
2011,68,Female,Primary,30821
2011,68,Female,Secondary,11870
2011,68,Female,Higher,7196
2011,68,Female,Unspecified,431
2011,68,Female,Not applicable,1685
2011,69,Male,No schooling/less than primary,35705
2011,69,Male,Primary,21373
2011,69,Male,Secondary,9133
2011,69,Male,Higher,7907
2011,69,Male,Unspecified,431
2011,69,Male,Not applicable,1275
2011,69,Female,No schooling/less than primary,56957
2011,69,Female,Primary,30384
2011,69,Female,Secondary,11203
2011,69,Female,Higher,6683
2011,69,Female,Unspecified,467
2011,69,Female,Not applicable,1658
2011,70,Male,No schooling/less than primary,30090
2011,70,Male,Primary,17253
2011,70,Male,Secondary,8352
2011,70,Male,Higher,7481
2011,70,Male,Unspecified,422
2011,70,Male,Not applicable,1425
2011,70,Female,No schooling/less than primary,48320
2011,70,Female,Primary,25658
2011,70,Female,Secondary,10280
2011,70,Female,Higher,6025
2011,70,Female,Unspecified,415
2011,70,Female,Not applicable,1683
2011,71,Male,No schooling/less than primary,38062
2011,71,Male,Primary,18681
2011,71,Male,Secondary,8035
2011,71,Male,Higher,6867
2011,71,Male,Unspecified,409
2011,71,Male,Not applicable,1471
2011,71,Female,No schooling/less than primary,72343
2011,71,Female,Primary,28514
2011,71,Female,Secondary,9941
2011,71,Female,Higher,5923
2011,71,Female,Unspecified,414
2011,71,Female,Not applicable,1842
2011,72,Male,No schooling/less than primary,26083
2011,72,Male,Primary,15194
2011,72,Male,Secondary,7337
2011,72,Male,Higher,6471
2011,72,Male,Unspecified,429
2011,72,Male,Not applicable,1474
2011,72,Female,No schooling/less than primary,48949
2011,72,Female,Primary,23608
2011,72,Female,Secondary,9432
2011,72,Female,Higher,5298
2011,72,Female,Unspecified,425
2011,72,Female,Not applicable,1956
2011,73,Male,No schooling/less than primary,24157
2011,73,Male,Primary,14209
2011,73,Male,Secondary,6605
2011,73,Male,Higher,5584
2011,73,Male,Unspecified,347
2011,73,Male,Not applicable,1166
2011,73,Female,No schooling/less than primary,44062
2011,73,Female,Primary,22239
2011,73,Female,Secondary,8519
2011,73,Female,Higher,4668
2011,73,Female,Unspecified,366
2011,73,Female,Not applicable,1823
2011,74,Male,No schooling/less than primary,20804
2011,74,Male,Primary,12366
2011,74,Male,Secondary,6077
2011,74,Male,Higher,5037
2011,74,Male,Unspecified,323
2011,74,Male,Not applicable,1286
2011,74,Female,No schooling/less than primary,38493
2011,74,Female,Primary,19611
2011,74,Female,Secondary,7592
2011,74,Female,Higher,4159
2011,74,Female,Unspecified,306
2011,74,Female,Not applicable,1967
2011,75,Male,No schooling/less than primary,20103
2011,75,Male,Primary,11679
2011,75,Male,Secondary,5570
2011,75,Male,Higher,4569
2011,75,Male,Unspecified,312
2011,75,Male,Not applicable,1191
2011,75,Female,No schooling/less than primary,43939
2011,75,Female,Primary,19387
2011,75,Female,Secondary,7343
2011,75,Female,Higher,4109
2011,75,Female,Unspecified,284
2011,75,Female,Not applicable,1979
2011,76,Male,No schooling/less than primary,15446
2011,76,Male,Primary,9574
2011,76,Male,Secondary,4814
2011,76,Male,Higher,3784
2011,76,Male,Unspecified,220
2011,76,Male,Not applicable,897
2011,76,Female,No schooling/less than primary,36378
2011,76,Female,Primary,16407
2011,76,Female,Secondary,6608
2011,76,Female,Higher,3301
2011,76,Female,Unspecified,304
2011,76,Female,Not applicable,1619
2011,77,Male,No schooling/less than primary,13790
2011,77,Male,Primary,7681
2011,77,Male,Secondary,4187
2011,77,Male,Higher,3376
2011,77,Male,Unspecified,259
2011,77,Male,Not applicable,780
2011,77,Female,No schooling/less than primary,36319
2011,77,Female,Primary,14306
2011,77,Female,Secondary,5879
2011,77,Female,Higher,2769
2011,77,Female,Unspecified,252
2011,77,Female,Not applicable,1757
2011,78,Male,No schooling/less than primary,14445
2011,78,Male,Primary,7321
2011,78,Male,Secondary,3804
2011,78,Male,Higher,2941
2011,78,Male,Unspecified,220
2011,78,Male,Not applicable,691
2011,78,Female,No schooling/less than primary,35009
2011,78,Female,Primary,13774
2011,78,Female,Secondary,5589
2011,78,Female,Higher,2561
2011,78,Female,Unspecified,239
2011,78,Female,Not applicable,1732
2011,79,Male,No schooling/less than primary,13444
2011,79,Male,Primary,6844
2011,79,Male,Secondary,3521
2011,79,Male,Higher,2744
2011,79,Male,Unspecified,183
2011,79,Male,Not applicable,891
2011,79,Female,No schooling/less than primary,31860
2011,79,Female,Primary,12727
2011,79,Female,Secondary,5103
2011,79,Female,Higher,2304
2011,79,Female,Unspecified,247
2011,79,Female,Not applicable,1900
2011,80,Male,No schooling/less than primary,11140
2011,80,Male,Primary,5486
2011,80,Male,Secondary,3119
2011,80,Male,Higher,2442
2011,80,Male,Unspecified,203
2011,80,Male,Not applicable,788
2011,80,Female,No schooling/less than primary,27331
2011,80,Female,Primary,10592
2011,80,Female,Secondary,4956
2011,80,Female,Higher,2231
2011,80,Female,Unspecified,238
2011,80,Female,Not applicable,1952
2011,81,Male,No schooling/less than primary,15008
2011,81,Male,Primary,5737
2011,81,Male,Secondary,2917
2011,81,Male,Higher,2175
2011,81,Male,Unspecified,144
2011,81,Male,Not applicable,796
2011,81,Female,No schooling/less than primary,43790
2011,81,Female,Primary,11195
2011,81,Female,Secondary,4506
2011,81,Female,Higher,2114
2011,81,Female,Unspecified,237
2011,81,Female,Not applicable,2099
2011,82,Male,No schooling/less than primary,10067
2011,82,Male,Primary,4283
2011,82,Male,Secondary,2464
2011,82,Male,Higher,1907
2011,82,Male,Unspecified,120
2011,82,Male,Not applicable,783
2011,82,Female,No schooling/less than primary,27290
2011,82,Female,Primary,8780
2011,82,Female,Secondary,3863
2011,82,Female,Higher,1744
2011,82,Female,Unspecified,202
2011,82,Female,Not applicable,2118
2011,83,Male,No schooling/less than primary,8836
2011,83,Male,Primary,3729
2011,83,Male,Secondary,2165
2011,83,Male,Higher,1555
2011,83,Male,Unspecified,126
2011,83,Male,Not applicable,731
2011,83,Female,No schooling/less than primary,22091
2011,83,Female,Primary,7524
2011,83,Female,Secondary,3258
2011,83,Female,Higher,1442
2011,83,Female,Unspecified,156
2011,83,Female,Not applicable,1942
2011,84,Male,No schooling/less than primary,7072
2011,84,Male,Primary,3102
2011,84,Male,Secondary,1736
2011,84,Male,Higher,1257
2011,84,Male,Unspecified,117
2011,84,Male,Not applicable,691
2011,84,Female,No schooling/less than primary,17746
2011,84,Female,Primary,6420
2011,84,Female,Secondary,2836
2011,84,Female,Higher,1312
2011,84,Female,Unspecified,139
2011,84,Female,Not applicable,2116
2011,85,Male,No schooling/less than primary,6412
2011,85,Male,Primary,2542
2011,85,Male,Secondary,1536
2011,85,Male,Higher,1078
2011,85,Male,Unspecified,89
2011,85,Male,Not applicable,607
2011,85,Female,No schooling/less than primary,16427
2011,85,Female,Primary,5439
2011,85,Female,Secondary,2396
2011,85,Female,Higher,1167
2011,85,Female,Unspecified,141
2011,85,Female,Not applicable,1923
2011,86,Male,No schooling/less than primary,5857
2011,86,Male,Primary,2131
2011,86,Male,Secondary,1166
2011,86,Male,Higher,918
2011,86,Male,Unspecified,84
2011,86,Male,Not applicable,637
2011,86,Female,No schooling/less than primary,14814
2011,86,Female,Primary,4700
2011,86,Female,Secondary,2143
2011,86,Female,Higher,879
2011,86,Female,Unspecified,121
2011,86,Female,Not applicable,1843
2011,87,Male,No schooling/less than primary,4688
2011,87,Male,Primary,1751
2011,87,Male,Secondary,1031
2011,87,Male,Higher,742
2011,87,Male,Unspecified,72
2011,87,Male,Not applicable,566
2011,87,Female,No schooling/less than primary,12695
2011,87,Female,Primary,3820
2011,87,Female,Secondary,1758
2011,87,Female,Higher,760
2011,87,Female,Unspecified,119
2011,87,Female,Not applicable,1888
2011,88,Male,No schooling/less than primary,3213
2011,88,Male,Primary,1317
2011,88,Male,Secondary,837
2011,88,Male,Higher,517
2011,88,Male,Unspecified,49
2011,88,Male,Not applicable,509
2011,88,Female,No schooling/less than primary,8432
2011,88,Female,Primary,2873
2011,88,Female,Secondary,1479
2011,88,Female,Higher,605
2011,88,Female,Unspecified,75
2011,88,Female,Not applicable,1654
2011,89,Male,No schooling/less than primary,3489
2011,89,Male,Primary,1204
2011,89,Male,Secondary,709
2011,89,Male,Higher,472
2011,89,Male,Unspecified,49
2011,89,Male,Not applicable,454
2011,89,Female,No schooling/less than primary,7984
2011,89,Female,Primary,2538
2011,89,Female,Secondary,1239
2011,89,Female,Higher,500
2011,89,Female,Unspecified,48
2011,89,Female,Not applicable,1546
2011,90,Male,No schooling/less than primary,3246
2011,90,Male,Primary,952
2011,90,Male,Secondary,517
2011,90,Male,Higher,355
2011,90,Male,Unspecified,33
2011,90,Male,Not applicable,409
2011,90,Female,No schooling/less than primary,9032
2011,90,Female,Primary,2183
2011,90,Female,Secondary,926
2011,90,Female,Higher,460
2011,90,Female,Unspecified,41
2011,90,Female,Not applicable,1405
2011,91,Male,No schooling/less than primary,3905
2011,91,Male,Primary,870
2011,91,Male,Secondary,449
2011,91,Male,Higher,271
2011,91,Male,Unspecified,27
2011,91,Male,Not applicable,328
2011,91,Female,No schooling/less than primary,11847
2011,91,Female,Primary,1819
2011,91,Female,Secondary,809
2011,91,Female,Higher,353
2011,91,Female,Unspecified,57
2011,91,Female,Not applicable,1159
2011,92,Male,No schooling/less than primary,2197
2011,92,Male,Primary,483
2011,92,Male,Secondary,266
2011,92,Male,Higher,181
2011,92,Male,Unspecified,20
2011,92,Male,Not applicable,219
2011,92,Female,No schooling/less than primary,6439
2011,92,Female,Primary,1218
2011,92,Female,Secondary,469
2011,92,Female,Higher,180
2011,92,Female,Unspecified,37
2011,92,Female,Not applicable,800
2011,93,Male,No schooling/less than primary,2642
2011,93,Male,Primary,527
2011,93,Male,Secondary,221
2011,93,Male,Higher,110
2011,93,Male,Unspecified,12
2011,93,Male,Not applicable,221
2011,93,Female,No schooling/less than primary,8271
2011,93,Female,Primary,1246
2011,93,Female,Secondary,428
2011,93,Female,Higher,184
2011,93,Female,Unspecified,31
2011,93,Female,Not applicable,685
2011,94,Male,No schooling/less than primary,792
2011,94,Male,Primary,230
2011,94,Male,Secondary,141
2011,94,Male,Higher,73
2011,94,Male,Unspecified,12
2011,94,Male,Not applicable,164
2011,94,Female,No schooling/less than primary,2372
2011,94,Female,Primary,543
2011,94,Female,Secondary,235
2011,94,Female,Higher,100
2011,94,Female,Unspecified,19
2011,94,Female,Not applicable,537
2011,95,Male,No schooling/less than primary,607
2011,95,Male,Primary,276
2011,95,Male,Secondary,112
2011,95,Male,Higher,72
2011,95,Male,Unspecified,5
2011,95,Male,Not applicable,146
2011,95,Female,No schooling/less than primary,2215
2011,95,Female,Primary,510
2011,95,Female,Secondary,241
2011,95,Female,Higher,92
2011,95,Female,Unspecified,16
2011,95,Female,Not applicable,405
2011,96,Male,No schooling/less than primary,609
2011,96,Male,Primary,231
2011,96,Male,Secondary,100
2011,96,Male,Higher,55
2011,96,Male,Unspecified,4
2011,96,Male,Not applicable,173
2011,96,Female,No schooling/less than primary,1904
2011,96,Female,Primary,449
2011,96,Female,Secondary,167
2011,96,Female,Higher,82
2011,96,Female,Unspecified,11
2011,96,Female,Not applicable,378
2011,97,Male,No schooling/less than primary,1007
2011,97,Male,Primary,275
2011,97,Male,Secondary,107
2011,97,Male,Higher,42
2011,97,Male,Unspecified,3
2011,97,Male,Not applicable,82
2011,97,Female,No schooling/less than primary,2730
2011,97,Female,Primary,430
2011,97,Female,Secondary,148
2011,97,Female,Higher,65
2011,97,Female,Unspecified,3
2011,97,Female,Not applicable,281
2011,98,Male,No schooling/less than primary,487
2011,98,Male,Primary,182
2011,98,Male,Secondary,88
2011,98,Male,Higher,62
2011,98,Male,Unspecified,5
2011,98,Male,Not applicable,53
2011,98,Female,No schooling/less than primary,1295
2011,98,Female,Primary,286
2011,98,Female,Secondary,144
2011,98,Female,Higher,67
2011,98,Female,Unspecified,5
2011,98,Female,Not applicable,163
2011,99,Male,No schooling/less than primary,405
2011,99,Male,Primary,167
2011,99,Male,Secondary,68
2011,99,Male,Higher,30
2011,99,Male,Unspecified,2
2011,99,Male,Not applicable,95
2011,99,Female,No schooling/less than primary,1368
2011,99,Female,Primary,261
2011,99,Female,Secondary,120
2011,99,Female,Higher,54
2011,99,Female,Unspecified,1
2011,99,Female,Not applicable,134
2011,100,Male,No schooling/less than primary,258
2011,100,Male,Primary,91
2011,100,Male,Secondary,49
2011,100,Male,Higher,16
2011,100,Male,Unspecified,0
2011,100,Male,Not applicable,82
2011,100,Female,No schooling/less than primary,1022
2011,100,Female,Primary,171
2011,100,Female,Secondary,84
2011,100,Female,Higher,39
2011,100,Female,Unspecified,1
2011,100,Female,Not applicable,93
2011,101,Male,No schooling/less than primary,409
2011,101,Male,Primary,107
2011,101,Male,Secondary,57
2011,101,Male,Higher,16
2011,101,Male,Unspecified,1
2011,101,Male,Not applicable,45
2011,101,Female,No schooling/less than primary,1401
2011,101,Female,Primary,190
2011,101,Female,Secondary,76
2011,101,Female,Higher,36
2011,101,Female,Unspecified,1
2011,101,Female,Not applicable,60
2011,102,Male,No schooling/less than primary,227
2011,102,Male,Primary,110
2011,102,Male,Secondary,57
2011,102,Male,Higher,20
2011,102,Male,Unspecified,1
2011,102,Male,Not applicable,31
2011,102,Female,No schooling/less than primary,723
2011,102,Female,Primary,177
2011,102,Female,Secondary,80
2011,102,Female,Higher,44
2011,102,Female,Unspecified,4
2011,102,Female,Not applicable,34
2011,103,Male,No schooling/less than primary,153
2011,103,Male,Primary,110
2011,103,Male,Secondary,43
2011,103,Male,Higher,22
2011,103,Male,Unspecified,0
2011,103,Male,Not applicable,43
2011,103,Female,No schooling/less than primary,393
2011,103,Female,Primary,197
2011,103,Female,Secondary,83
2011,103,Female,Higher,33
2011,103,Female,Unspecified,0
2011,103,Female,Not applicable,24
2011,104,Male,No schooling/less than primary,139
2011,104,Male,Primary,127
2011,104,Male,Secondary,53
2011,104,Male,Higher,24
2011,104,Male,Unspecified,1
2011,104,Male,Not applicable,43
2011,104,Female,No schooling/less than primary,308
2011,104,Female,Primary,170
2011,104,Female,Secondary,84
2011,104,Female,Higher,36
2011,104,Female,Unspecified,0
2011,104,Female,Not applicable,31
2011,105,Male,No schooling/less than primary,153
2011,105,Male,Primary,105
2011,105,Male,Secondary,47
2011,105,Male,Higher,18
2011,105,Male,Unspecified,0
2011,105,Male,Not applicable,36
2011,105,Female,No schooling/less than primary,317
2011,105,Female,Primary,179
2011,105,Female,Secondary,64
2011,105,Female,Higher,36
2011,105,Female,Unspecified,1
2011,105,Female,Not applicable,14
2011,106,Male,No schooling/less than primary,126
2011,106,Male,Primary,167
2011,106,Male,Secondary,39
2011,106,Male,Higher,11
2011,106,Male,Unspecified,2
2011,106,Male,Not applicable,32
2011,106,Female,No schooling/less than primary,231
2011,106,Female,Primary,183
2011,106,Female,Secondary,87
2011,106,Female,Higher,20
2011,106,Female,Unspecified,4
2011,106,Female,Not applicable,34
2011,107,Male,No schooling/less than primary,120
2011,107,Male,Primary,112
2011,107,Male,Secondary,49
2011,107,Male,Higher,16
2011,107,Male,Unspecified,4
2011,107,Male,Not applicable,39
2011,107,Female,No schooling/less than primary,313
2011,107,Female,Primary,201
2011,107,Female,Secondary,48
2011,107,Female,Higher,39
2011,107,Female,Unspecified,2
2011,107,Female,Not applicable,28
2011,108,Male,No schooling/less than primary,116
2011,108,Male,Primary,142
2011,108,Male,Secondary,60
2011,108,Male,Higher,21
2011,108,Male,Unspecified,1
2011,108,Male,Not applicable,37
2011,108,Female,No schooling/less than primary,212
2011,108,Female,Primary,166
2011,108,Female,Secondary,93
2011,108,Female,Higher,41
2011,108,Female,Unspecified,1
2011,108,Female,Not applicable,31
2011,109,Male,No schooling/less than primary,109
2011,109,Male,Primary,142
2011,109,Male,Secondary,81
2011,109,Male,Higher,18
2011,109,Male,Unspecified,0
2011,109,Male,Not applicable,48
2011,109,Female,No schooling/less than primary,274
2011,109,Female,Primary,172
2011,109,Female,Secondary,127
2011,109,Female,Higher,38
2011,109,Female,Unspecified,1
2011,109,Female,Not applicable,44
2011,110,Male,No schooling/less than primary,140
2011,110,Male,Primary,148
2011,110,Male,Secondary,87
2011,110,Male,Higher,11
2011,110,Male,Unspecified,2
2011,110,Male,Not applicable,55
2011,110,Female,No schooling/less than primary,296
2011,110,Female,Primary,163
2011,110,Female,Secondary,120
2011,110,Female,Higher,34
2011,110,Female,Unspecified,7
2011,110,Female,Not applicable,40
2011,111,Male,No schooling/less than primary,121
2011,111,Male,Primary,157
2011,111,Male,Secondary,108
2011,111,Male,Higher,18
2011,111,Male,Unspecified,3
2011,111,Male,Not applicable,65
2011,111,Female,No schooling/less than primary,236
2011,111,Female,Primary,193
2011,111,Female,Secondary,136
2011,111,Female,Higher,36
2011,111,Female,Unspecified,1
2011,111,Female,Not applicable,49
2011,112,Male,No schooling/less than primary,19
2011,112,Male,Primary,5
2011,112,Male,Secondary,4
2011,112,Male,Higher,4
2011,112,Male,Unspecified,0
2011,112,Male,Not applicable,5
2011,112,Female,No schooling/less than primary,35
2011,112,Female,Primary,14
2011,112,Female,Secondary,8
2011,112,Female,Higher,1
2011,112,Female,Unspecified,0
2011,112,Female,Not applicable,4
2011,113,Male,No schooling/less than primary,18
2011,113,Male,Primary,6
2011,113,Male,Secondary,1
2011,113,Male,Higher,3
2011,113,Male,Unspecified,0
2011,113,Male,Not applicable,4
2011,113,Female,No schooling/less than primary,15
2011,113,Female,Primary,8
2011,113,Female,Secondary,2
2011,113,Female,Higher,1
2011,113,Female,Unspecified,0
2011,113,Female,Not applicable,1
2011,114,Male,No schooling/less than primary,19
2011,114,Male,Primary,11
2011,114,Male,Secondary,1
2011,114,Male,Higher,1
2011,114,Male,Unspecified,0
2011,114,Male,Not applicable,4
2011,114,Female,No schooling/less than primary,12
2011,114,Female,Primary,10
2011,114,Female,Secondary,1
2011,114,Female,Higher,1
2011,114,Female,Unspecified,0
2011,114,Female,Not applicable,2
2011,115,Male,No schooling/less than primary,12
2011,115,Male,Primary,14
2011,115,Male,Secondary,3
2011,115,Male,Higher,0
2011,115,Male,Unspecified,0
2011,115,Male,Not applicable,8
2011,115,Female,No schooling/less than primary,21
2011,115,Female,Primary,30
2011,115,Female,Secondary,3
2011,115,Female,Higher,1
2011,115,Female,Unspecified,0
2011,115,Female,Not applicable,2
2011,116,Male,No schooling/less than primary,32
2011,116,Male,Primary,57
2011,116,Male,Secondary,23
2011,116,Male,Higher,4
2011,116,Male,Unspecified,0
2011,116,Male,Not applicable,29
2011,116,Female,No schooling/less than primary,41
2011,116,Female,Primary,47
2011,116,Female,Secondary,15
2011,116,Female,Higher,3
2011,116,Female,Unspecified,0
2011,116,Female,Not applicable,22
2011,Unspecified,Male,No schooling/less than primary,0
2011,Unspecified,Male,Primary,0
2011,Unspecified,Male,Secondary,0
2011,Unspecified,Male,Higher,0
2011,Unspecified,Male,Unspecified,0
2011,Unspecified,Male,Not applicable,0
2011,Unspecified,Female,No schooling/less than primary,0
2011,Unspecified,Female,Primary,0
2011,Unspecified,Female,Secondary,0
2011,Unspecified,Female,Higher,0
2011,Unspecified,Female,Unspecified,0
2011,Unspecified,Female,Not applicable,0
2016,0,Male,No schooling/less than primary,570694
2016,0,Male,Other/Do not know,41
2016,0,Female,No schooling/less than primary,555298
2016,0,Female,Other/Do not know,100
2016,1,Male,No schooling/less than primary,609112
2016,1,Male,Other/Do not know,261
2016,1,Female,No schooling/less than primary,600261
2016,1,Female,Other/Do not know,153
2016,2,Male,No schooling/less than primary,617450
