year,age,population_group,educational_attainment_4_groups,population
1996,46,White,No schooling/less than primary,784
1996,46,White,Primary,18137
1996,46,White,Secondary,20138
1996,46,White,Higher,14858
1996,47,Black African,No schooling/less than primary,121622
1996,47,Black African,Primary,73407
1996,47,Black African,Secondary,6349
1996,47,Black African,Higher,5869
1996,47,Coloured,No schooling/less than primary,10423
1996,47,Coloured,Primary,16329
1996,47,Coloured,Secondary,1260
1996,47,Coloured,Higher,1060
1996,47,Indian or Asian,No schooling/less than primary,2040
1996,47,Indian or Asian,Primary,7094
1996,47,Indian or Asian,Secondary,1843
1996,47,Indian or Asian,Higher,966
1996,47,White,No schooling/less than primary,775
1996,47,White,Primary,17702
1996,47,White,Secondary,19510
1996,47,White,Higher,14511
1996,48,Black African,No schooling/less than primary,131424
1996,48,Black African,Primary,76917
1996,48,Black African,Secondary,6575
1996,48,Black African,Higher,5813
1996,48,Coloured,No schooling/less than primary,11273
1996,48,Coloured,Primary,16687
1996,48,Coloured,Secondary,1261
1996,48,Coloured,Higher,953
1996,48,Indian or Asian,No schooling/less than primary,2140
1996,48,Indian or Asian,Primary,7088
1996,48,Indian or Asian,Secondary,1705
1996,48,Indian or Asian,Higher,881
1996,48,White,No schooling/less than primary,799
1996,48,White,Primary,18560
1996,48,White,Secondary,20467
1996,48,White,Higher,14740
1996,49,Black African,No schooling/less than primary,112659
1996,49,Black African,Primary,64993
1996,49,Black African,Secondary,5244
1996,49,Black African,Higher,4666
1996,49,Coloured,No schooling/less than primary,10201
1996,49,Coloured,Primary,15063
1996,49,Coloured,Secondary,1128
1996,49,Coloured,Higher,883
1996,49,Indian or Asian,No schooling/less than primary,2153
1996,49,Indian or Asian,Primary,6629
1996,49,Indian or Asian,Secondary,1536
1996,49,Indian or Asian,Higher,848
1996,49,White,No schooling/less than primary,866
1996,49,White,Primary,18293
1996,49,White,Secondary,19982
1996,49,White,Higher,14485
1996,50,Black African,No schooling/less than primary,120957
1996,50,Black African,Primary,62308
1996,50,Black African,Secondary,5105
1996,50,Black African,Higher,4653
1996,50,Coloured,No schooling/less than primary,11177
1996,50,Coloured,Primary,14763
1996,50,Coloured,Secondary,1118
1996,50,Coloured,Higher,890
1996,50,Indian or Asian,No schooling/less than primary,2583
1996,50,Indian or Asian,Primary,6767
1996,50,Indian or Asian,Secondary,1564
1996,50,Indian or Asian,Higher,771
1996,50,White,No schooling/less than primary,955
1996,50,White,Primary,18690
1996,50,White,Secondary,19455
1996,50,White,Higher,13695
1996,51,Black African,No schooling/less than primary,93708
1996,51,Black African,Primary,52358
1996,51,Black African,Secondary,3979
1996,51,Black African,Higher,3649
1996,51,Coloured,No schooling/less than primary,9005
1996,51,Coloured,Primary,12123
1996,51,Coloured,Secondary,880
1996,51,Coloured,Higher,741
1996,51,Indian or Asian,No schooling/less than primary,2169
1996,51,Indian or Asian,Primary,5260
1996,51,Indian or Asian,Secondary,1179
1996,51,Indian or Asian,Higher,631
1996,51,White,No schooling/less than primary,748
1996,51,White,Primary,16217
1996,51,White,Secondary,16866
1996,51,White,Higher,12097
1996,52,Black African,No schooling/less than primary,95583
1996,52,Black African,Primary,46796
1996,52,Black African,Secondary,3738
1996,52,Black African,Higher,3406
1996,52,Coloured,No schooling/less than primary,9537
1996,52,Coloured,Primary,11483
1996,52,Coloured,Secondary,833
1996,52,Coloured,Higher,754
1996,52,Indian or Asian,No schooling/less than primary,2507
1996,52,Indian or Asian,Primary,5394
1996,52,Indian or Asian,Secondary,1087
1996,52,Indian or Asian,Higher,554
1996,52,White,No schooling/less than primary,791
1996,52,White,Primary,17595
1996,52,White,Secondary,16787
1996,52,White,Higher,12388
1996,53,Black African,No schooling/less than primary,87274
1996,53,Black African,Primary,43856
1996,53,Black African,Secondary,3187
1996,53,Black African,Higher,2955
1996,53,Coloured,No schooling/less than primary,8479
1996,53,Coloured,Primary,10668
1996,53,Coloured,Secondary,730
1996,53,Coloured,Higher,640
1996,53,Indian or Asian,No schooling/less than primary,2528
1996,53,Indian or Asian,Primary,4889
1996,53,Indian or Asian,Secondary,944
1996,53,Indian or Asian,Higher,520
1996,53,White,No schooling/less than primary,775
1996,53,White,Primary,16626
1996,53,White,Secondary,14989
1996,53,White,Higher,10905
1996,54,Black African,No schooling/less than primary,113651
1996,54,Black African,Primary,51479
1996,54,Black African,Secondary,3603
1996,54,Black African,Higher,3013
1996,54,Coloured,No schooling/less than primary,9499
1996,54,Coloured,Primary,10725
1996,54,Coloured,Secondary,694
1996,54,Coloured,Higher,572
1996,54,Indian or Asian,No schooling/less than primary,2697
1996,54,Indian or Asian,Primary,4672
1996,54,Indian or Asian,Secondary,866
1996,54,Indian or Asian,Higher,473
1996,54,White,No schooling/less than primary,737
1996,54,White,Primary,16926
1996,54,White,Secondary,14277
1996,54,White,Higher,10510
1996,55,Black African,No schooling/less than primary,93964
1996,55,Black African,Primary,35752
1996,55,Black African,Secondary,2712
1996,55,Black African,Higher,2448
1996,55,Coloured,No schooling/less than primary,8214
1996,55,Coloured,Primary,9615
1996,55,Coloured,Secondary,672
1996,55,Coloured,Higher,554
1996,55,Indian or Asian,No schooling/less than primary,2413
1996,55,Indian or Asian,Primary,4095
1996,55,Indian or Asian,Secondary,731
1996,55,Indian or Asian,Higher,430
1996,55,White,No schooling/less than primary,780
1996,55,White,Primary,16763
1996,55,White,Secondary,13498
1996,55,White,Higher,9875
1996,56,Black African,No schooling/less than primary,142030
1996,56,Black African,Primary,48780
1996,56,Black African,Secondary,3350
1996,56,Black African,Higher,2925
1996,56,Coloured,No schooling/less than primary,9599
1996,56,Coloured,Primary,10467
1996,56,Coloured,Secondary,651
1996,56,Coloured,Higher,553
1996,56,Indian or Asian,No schooling/less than primary,2681
1996,56,Indian or Asian,Primary,4160
1996,56,Indian or Asian,Secondary,729
1996,56,Indian or Asian,Higher,400
1996,56,White,No schooling/less than primary,779
1996,56,White,Primary,17515
1996,56,White,Secondary,13454
1996,56,White,Higher,9707
1996,57,Black African,No schooling/less than primary,86449
1996,57,Black African,Primary,32431
1996,57,Black African,Secondary,2156
1996,57,Black African,Higher,2123
1996,57,Coloured,No schooling/less than primary,7221
1996,57,Coloured,Primary,9003
1996,57,Coloured,Secondary,548
1996,57,Coloured,Higher,485
1996,57,Indian or Asian,No schooling/less than primary,2305
1996,57,Indian or Asian,Primary,3549
1996,57,Indian or Asian,Secondary,534
1996,57,Indian or Asian,Higher,327
1996,57,White,No schooling/less than primary,726
1996,57,White,Primary,16611
1996,57,White,Secondary,12314
1996,57,White,Higher,8756
1996,58,Black African,No schooling/less than primary,88691
1996,58,Black African,Primary,33635
1996,58,Black African,Secondary,2308
1996,58,Black African,Higher,2194
1996,58,Coloured,No schooling/less than primary,7731
1996,58,Coloured,Primary,8810
1996,58,Coloured,Secondary,469
1996,58,Coloured,Higher,520
1996,58,Indian or Asian,No schooling/less than primary,2359
1996,58,Indian or Asian,Primary,3337
1996,58,Indian or Asian,Secondary,515
1996,58,Indian or Asian,Higher,320
1996,58,White,No schooling/less than primary,797
1996,58,White,Primary,17021
1996,58,White,Secondary,12051
1996,58,White,Higher,8335
1996,59,Black African,No schooling/less than primary,78089
1996,59,Black African,Primary,27795
1996,59,Black African,Secondary,1846
1996,59,Black African,Higher,1792
1996,59,Coloured,No schooling/less than primary,7675
1996,59,Coloured,Primary,8534
1996,59,Coloured,Secondary,440
1996,59,Coloured,Higher,425
1996,59,Indian or Asian,No schooling/less than primary,2329
1996,59,Indian or Asian,Primary,2954
1996,59,Indian or Asian,Secondary,425
1996,59,Indian or Asian,Higher,262
1996,59,White,No schooling/less than primary,781
1996,59,White,Primary,16396
1996,59,White,Secondary,11030
1996,59,White,Higher,7507
1996,60,Black African,No schooling/less than primary,119637
1996,60,Black African,Primary,32989
1996,60,Black African,Secondary,2085
1996,60,Black African,Higher,2270
1996,60,Coloured,No schooling/less than primary,9299
1996,60,Coloured,Primary,8586
1996,60,Coloured,Secondary,455
1996,60,Coloured,Higher,455
1996,60,Indian or Asian,No schooling/less than primary,3028
1996,60,Indian or Asian,Primary,2978
1996,60,Indian or Asian,Secondary,472
1996,60,Indian or Asian,Higher,293
1996,60,White,No schooling/less than primary,974
1996,60,White,Primary,17131
1996,60,White,Secondary,11589
1996,60,White,Higher,7414
1996,61,Black African,No schooling/less than primary,75595
1996,61,Black African,Primary,24205
1996,61,Black African,Secondary,1452
1996,61,Black African,Higher,1558
1996,61,Coloured,No schooling/less than primary,6827
1996,61,Coloured,Primary,6682
1996,61,Coloured,Secondary,331
1996,61,Coloured,Higher,355
1996,61,Indian or Asian,No schooling/less than primary,2056
1996,61,Indian or Asian,Primary,2167
1996,61,Indian or Asian,Secondary,306
1996,61,Indian or Asian,Higher,204
1996,61,White,No schooling/less than primary,690
1996,61,White,Primary,15000
1996,61,White,Secondary,10022
1996,61,White,Higher,6423
1996,62,Black African,No schooling/less than primary,80247
1996,62,Black African,Primary,22381
1996,62,Black African,Secondary,1329
1996,62,Black African,Higher,1470
1996,62,Coloured,No schooling/less than primary,7202
1996,62,Coloured,Primary,6638
1996,62,Coloured,Secondary,292
1996,62,Coloured,Higher,346
1996,62,Indian or Asian,No schooling/less than primary,2142
1996,62,Indian or Asian,Primary,2202
1996,62,Indian or Asian,Secondary,328
1996,62,Indian or Asian,Higher,222
1996,62,White,No schooling/less than primary,779
1996,62,White,Primary,14896
1996,62,White,Secondary,9538
1996,62,White,Higher,5876
1996,63,Black African,No schooling/less than primary,85684
1996,63,Black African,Primary,21797
1996,63,Black African,Secondary,1181
1996,63,Black African,Higher,1372
1996,63,Coloured,No schooling/less than primary,8376
1996,63,Coloured,Primary,6368
1996,63,Coloured,Secondary,269
1996,63,Coloured,Higher,322
1996,63,Indian or Asian,No schooling/less than primary,2269
1996,63,Indian or Asian,Primary,1913
1996,63,Indian or Asian,Secondary,257
1996,63,Indian or Asian,Higher,174
1996,63,White,No schooling/less than primary,736
1996,63,White,Primary,14749
1996,63,White,Secondary,9323
1996,63,White,Higher,5506
1996,64,Black African,No schooling/less than primary,82081
1996,64,Black African,Primary,22764
1996,64,Black African,Secondary,1201
1996,64,Black African,Higher,1373
1996,64,Coloured,No schooling/less than primary,7000
1996,64,Coloured,Primary,6225
1996,64,Coloured,Secondary,261
1996,64,Coloured,Higher,297
1996,64,Indian or Asian,No schooling/less than primary,2089
1996,64,Indian or Asian,Primary,1794
1996,64,Indian or Asian,Secondary,219
1996,64,Indian or Asian,Higher,178
1996,64,White,No schooling/less than primary,735
1996,64,White,Primary,14799
1996,64,White,Secondary,9254
1996,64,White,Higher,5351
1996,65,Black African,No schooling/less than primary,88023
1996,65,Black African,Primary,19107
1996,65,Black African,Secondary,1009
1996,65,Black African,Higher,1322
1996,65,Coloured,No schooling/less than primary,7386
1996,65,Coloured,Primary,5489
1996,65,Coloured,Secondary,240
1996,65,Coloured,Higher,254
1996,65,Indian or Asian,No schooling/less than primary,2517
1996,65,Indian or Asian,Primary,1838
1996,65,Indian or Asian,Secondary,214
1996,65,Indian or Asian,Higher,151
1996,65,White,No schooling/less than primary,786
1996,65,White,Primary,15569
1996,65,White,Secondary,9980
1996,65,White,Higher,5283
1996,66,Black African,No schooling/less than primary,113483
1996,66,Black African,Primary,20404
1996,66,Black African,Secondary,1070
1996,66,Black African,Higher,1207
1996,66,Coloured,No schooling/less than primary,6588
1996,66,Coloured,Primary,4930
1996,66,Coloured,Secondary,218
1996,66,Coloured,Higher,245
1996,66,Indian or Asian,No schooling/less than primary,1888
1996,66,Indian or Asian,Primary,1477
1996,66,Indian or Asian,Secondary,159
1996,66,Indian or Asian,Higher,100
1996,66,White,No schooling/less than primary,846
1996,66,White,Primary,14966
1996,66,White,Secondary,9314
1996,66,White,Higher,5157
1996,67,Black African,No schooling/less than primary,81270
1996,67,Black African,Primary,15397
1996,67,Black African,Secondary,815
1996,67,Black African,Higher,921
1996,67,Coloured,No schooling/less than primary,5379
1996,67,Coloured,Primary,4340
1996,67,Coloured,Secondary,173
1996,67,Coloured,Higher,216
1996,67,Indian or Asian,No schooling/less than primary,1791
1996,67,Indian or Asian,Primary,1218
1996,67,Indian or Asian,Secondary,155
1996,67,Indian or Asian,Higher,99
1996,67,White,No schooling/less than primary,733
1996,67,White,Primary,13678
1996,67,White,Secondary,8703
1996,67,White,Higher,4797
1996,68,Black African,No schooling/less than primary,74092
1996,68,Black African,Primary,15022
1996,68,Black African,Secondary,768
1996,68,Black African,Higher,847
1996,68,Coloured,No schooling/less than primary,4880
1996,68,Coloured,Primary,3744
1996,68,Coloured,Secondary,153
1996,68,Coloured,Higher,158
1996,68,Indian or Asian,No schooling/less than primary,1609
1996,68,Indian or Asian,Primary,1128
1996,68,Indian or Asian,Secondary,136
1996,68,Indian or Asian,Higher,88
1996,68,White,No schooling/less than primary,733
1996,68,White,Primary,13371
1996,68,White,Secondary,8435
1996,68,White,Higher,4503
1996,69,Black African,No schooling/less than primary,60207
1996,69,Black African,Primary,12321
1996,69,Black African,Secondary,665
1996,69,Black African,Higher,703
1996,69,Coloured,No schooling/less than primary,4409
1996,69,Coloured,Primary,3229
1996,69,Coloured,Secondary,130
1996,69,Coloured,Higher,165
1996,69,Indian or Asian,No schooling/less than primary,1388
1996,69,Indian or Asian,Primary,895
1996,69,Indian or Asian,Secondary,117
1996,69,Indian or Asian,Higher,76
1996,69,White,No schooling/less than primary,718
1996,69,White,Primary,12558
1996,69,White,Secondary,7905
1996,69,White,Higher,4185
1996,70,Black African,No schooling/less than primary,73670
1996,70,Black African,Primary,11638
1996,70,Black African,Secondary,639
1996,70,Black African,Higher,772
1996,70,Coloured,No schooling/less than primary,4857
1996,70,Coloured,Primary,3058
1996,70,Coloured,Secondary,111
1996,70,Coloured,Higher,133
1996,70,Indian or Asian,No schooling/less than primary,1788
1996,70,Indian or Asian,Primary,933
1996,70,Indian or Asian,Secondary,121
1996,70,Indian or Asian,Higher,71
1996,70,White,No schooling/less than primary,760
1996,70,White,Primary,13019
1996,70,White,Secondary,7652
1996,70,White,Higher,4141
1996,71,Black African,No schooling/less than primary,55485
1996,71,Black African,Primary,9931
1996,71,Black African,Secondary,508
1996,71,Black African,Higher,598
1996,71,Coloured,No schooling/less than primary,3844
1996,71,Coloured,Primary,2605
1996,71,Coloured,Secondary,107
1996,71,Coloured,Higher,134
1996,71,Indian or Asian,No schooling/less than primary,1169
1996,71,Indian or Asian,Primary,627
1996,71,Indian or Asian,Secondary,94
1996,71,Indian or Asian,Higher,55
1996,71,White,No schooling/less than primary,665
1996,71,White,Primary,11137
1996,71,White,Secondary,6906
1996,71,White,Higher,3750
1996,72,Black African,No schooling/less than primary,51494
1996,72,Black African,Primary,9204
1996,72,Black African,Secondary,506
1996,72,Black African,Higher,524
1996,72,Coloured,No schooling/less than primary,3668
1996,72,Coloured,Primary,2442
1996,72,Coloured,Secondary,102
1996,72,Coloured,Higher,136
1996,72,Indian or Asian,No schooling/less than primary,1306
1996,72,Indian or Asian,Primary,625
1996,72,Indian or Asian,Secondary,88
1996,72,Indian or Asian,Higher,57
1996,72,White,No schooling/less than primary,693
1996,72,White,Primary,11008
1996,72,White,Secondary,6765
1996,72,White,Higher,3474
